APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,lon,lat,Property on map
2276029020,6/17/2022 0:00,Single Family,14606 W SUTTON ST,LOS ANGELES,CA,91403,4,andre berger,Stacy Sokol,310-266-8353,NULL,NULL,,NULL,-118.45269,34.14756,POINT (-118.45269 34.14756)
5028009011,10/6/2022 0:00,Single Family,4309 S DON CARLOS DR,LOS ANGELES,CA,90008,8,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.35527,34.00708,POINT (-118.35527 34.00708)
2168018071,1/11/2022 0:00,Single Family,5162 N CALATRANA DR,LOS ANGELES,CA,91364,3,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.6025,34.16291,POINT (-118.6025 34.16291)
2501009026,1/19/2022 0:00,Single Family,13216 N NORRIS AVE,LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.46341,34.31094,POINT (-118.46341 34.31094)
2118010014,1/4/2022 0:00,Single Family,7509 N AMIGO AVE,LOS ANGELES,CA,91335,3,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.53837,34.20697,POINT (-118.53837 34.20697)
4388011040,6/21/2022 0:00,Single Family,2376 N KIMRIDGE RD,LOS ANGELES,CA,90210,5,"ALLSTATE LENDING GROUP, INC",MICHAEL SCANNELL,818-601-1056,"ALLSTATE LENDING GROUP, INC",MICHAEL SCANNELL,2540   CORPORATE PL  B108 CA 91754,323-262-7888,-118.39965,34.11512,POINT (-118.39965 34.11512)
2571004024,3/8/2022 0:00,Single Family,4809 N LOWELL AVE,LOS ANGELES,CA,91214,7,cape legacy llc,Areg baghdassarians,818-612-2063,cape legacy llc,areg baghdasssarians,2629   FOOTHILL BLVD 292 la cresenta CA 91214,818-612-2063,-118.26618,34.24593,POINT (-118.26618 34.24593)
2779029014,1/6/2022 0:00,Single Family,21806 W BRYANT ST,LOS ANGELES,CA,91304,3,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,Safeguard Properties,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.60321,34.22718,POINT (-118.60321 34.22718)
5070010013,1/5/2022 0:00,Multi-Family,1264 S COCHRAN AVE,LOS ANGELES,CA,90019,10,Rediger Investment Mortgage Fund,Daren Rediger,818-842-2312,ZVN Properties Inc,Arek Helcberger,957  E Cherry ST  Canal Fulton OH 44614,330-854-5890,-118.35102,34.05205,POINT (-118.35102 34.05205)
6058009007,1/10/2022 0:00,Single Family,10311 S ST ANDREWS PL,LOS ANGELES,CA,90047,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.31135,33.9428,POINT (-118.31135 33.9428)
2340003027,10/20/2022 0:00,Single Family,12319 W TIARA ST,LOS ANGELES,CA,91607,2,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.4015,34.17846,POINT (-118.4015 34.17846)
2647028070,1/28/2022 0:00,Single Family,14333 W VAN NUYS BLVD,LOS ANGELES,CA,91331,6,SD COASTLINE LP,GLADYS ARIAS,951-273-1919,Pacifica Rental Properties,GLADYS ARIAS,1101   California AVE 201A Corona CA 92881,951-273-1913,-118.44614,34.24882,POINT (-118.44614 34.24882)
2332017008,8/15/2022 0:00,Single Family,6238 N BABCOCK AVE,LOS ANGELES,CA,91606,2,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.4062,34.18416,POINT (-118.4062 34.18416)
6048016024,11/14/2022 0:00,Single Family,1630 E 99TH ST,LOS ANGELES,CA,90002,15,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.24508,33.9466,POINT (-118.24508 33.9466)
5073001017,9/7/2022 0:00,Multi-Family,1513 S VAN NESS AVE 1-4,LOS ANGELES,CA,90019,10,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.3159,34.04491,POINT (-118.3159 34.04491)
2780005056,6/17/2022 0:00,Single Family,20840 W COMMUNITY ST,LOS ANGELES,CA,91306,3,Selene Finance LP,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.58773,34.22203,POINT (-118.58773 34.22203)
6019006007,4/29/2022 0:00,Single Family,1222 1/2 W 77TH ST,LOS ANGELES,CA,90044,8,FNMA C/O reverse Mortgage Solutions,Shelly Martinez,346-471-3551,Guardian Asset Management,Jessica Zubritsky,2300  E Lincoln HWY 700 Langhorne PA 19047,888-872-9094,-118.29709,33.97011,POINT (-118.29709 33.97011)
4371024011,1/28/2022 0:00,Single Family,1010 N BEVERLY GLEN BLVD,LOS ANGELES,CA,90077,5,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.43988,34.09367,POINT (-118.43988 34.09367)
4405037002,8/1/2022 0:00,Single Family,247 S CARMELINA AVE,LOS ANGELES,CA,90049,11,WILIMINGTON SAVINGS FUND SOCIETY,SELECT SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47984,34.05389,POINT (-118.47984 34.05389)
2609017001,1/10/2022 0:00,Single Family,16548 W KNOLLWOOD DR,LOS ANGELES,CA,91344,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.49449,34.29426,POINT (-118.49449 34.29426)
2644021018,1/2/2022 0:00,Single Family,14301 W PIERCE ST,LOS ANGELES,CA,91331,6,US Bank as Trustee of the LSF9 Master Participation Trust,Ryan Curran,800-516-1553,Northsight Management - AMR,Ryan Curran,16820   Ventura BLVD  Ventura CA 91436,800-516-1553,-118.44457,34.24462,POINT (-118.44457 34.24462)
2266022024,3/15/2022 0:00,Single Family,4136 N DAVANA ROAD,LOS ANGELES,CA,91423,4,"Life is Amazing, LLC",Georg Ehlert,714-585-4016,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43385,34.1453,POINT (-118.43385 34.1453)
5014015006,2/16/2022 0:00,Single Family,4911 S 6TH AVE,LOS ANGELES,CA,90043,8,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.32375,33.99857,POINT (-118.32375 33.99857)
5057019015,4/13/2022 0:00,Multi-Family,2929 1/2 S HILLCREST DR,LOS ANGELES,CA,90016,10,"Val-Chris Investments, Inc.",Brittany Popineau,949-252-8020,NULL,NULL,,NULL,-118.343,34.02854,POINT (-118.343 34.02854)
4243004046,11/4/2022 0:00,Single Family,1025 E PALMS BLVD,LOS ANGELES,CA,90291,11,"Citizens Business Bank, successor by merger with Community Bank",yesst gomez,909-483-7209,NULL,NULL,,NULL,-118.45877,33.998,POINT (-118.45877 33.998)
5106019009,1/6/2022 0:00,Multi-Family,1592 1/2 B E 48TH PL,LOS ANGELES,CA,90011,9,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.24563,33.99926,POINT (-118.24563 33.99926)
5455003024,9/28/2022 0:00,Single Family,3329 E ISABEL DR,LOS ANGELES,CA,90065,1,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.22971,34.10403,POINT (-118.22971 34.10403)
2649015028,1/2/2022 0:00,Single Family,10400 N ORION AVE,LOS ANGELES,CA,91345,7,US Bank as Trustee of the LSF9 Master Participation Trust,Ryan Curran,800-516-1553,Northsight Management - AMR,Ryan Curran,16820   Ventura BLVD  Ventura CA 91436,800-516-1553,-118.47116,34.2592,POINT (-118.47116 34.2592)
6013014001,4/4/2022 0:00,Multi-Family,860 W 64TH ST,LOS ANGELES,CA,90044,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.28911,33.9809,POINT (-118.28911 33.9809)
5033005018,10/19/2022 0:00,Single Family,3933 S BRONSON AVE,LOS ANGELES,CA,90008,10,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,NULL,NULL,,NULL,-118.33342,34.01358,POINT (-118.33342 34.01358)
4360022003,10/18/2022 0:00,Single Family,536 S HILGARD AVE,LOS ANGELES,CA,90024,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.43754,34.07115,POINT (-118.43754 34.07115)
4244020003,10/12/2022 0:00,Single Family,1620 S GLYNDON AVE,LOS ANGELES,CA,90291,11,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45541,34.00422,POINT (-118.45541 34.00422)
4006006027,2/4/2022 0:00,Multi-Family,6214 S WEST BLVD,LOS ANGELES,CA,90043,8,Afghan American Trading Co.,Hekmatullah Foushanji,212-594-6744,Afghan American Trading Company Inc.,Hekmatullah Foushanji,122  W 30 th ST PH New York NY 10001,212-594-6744,-118.33503,33.98315,POINT (-118.33503 33.98315)
5101032008,11/8/2022 0:00,Multi-Family,225 W 55TH ST,LOS ANGELES,CA,90037,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.27715,33.99251,POINT (-118.27715 33.99251)
6011005010,5/9/2022 0:00,Multi-Family,138 1/2 E 69TH ST,LOS ANGELES,CA,90003,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.27239,33.97686,POINT (-118.27239 33.97686)
7456002029,6/14/2022 0:00,Multi-Family,1027 S CENTRE ST,SAN PEDRO,CA,90731,15,"Prestamos CDFI, LLC",Carlos Ramos,602-282-8511,"Prestamos CDFI, LLC",Carlos Ramos,1024  E Buckeye ROAD 270 Phoenix AZ 85034,602-282-8511,-118.28368,33.73464,POINT (-118.28368 33.73464)
5074020021,6/17/2022 0:00,Single Family,1741 S HARVARD BLVD,LOS ANGELES,CA,90006,10,CALIFORNIA HOUSING FINANCE AGENCY,Property Preservation,800-669-0340,Safeguard Properties Bron Inc,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.30448,34.04148,POINT (-118.30448 34.04148)
2712005004,1/20/2022 0:00,Single Family,17441 W LUDLOW ST,LOS ANGELES,CA,91344,12,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.51455,34.27106,POINT (-118.51455 34.27106)
5015038003,12/30/2022 0:00,Single Family,4812 S 3RD AVE,LOS ANGELES,CA,90043,8,JP Morgan Chase NA,Amy Lott,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.32017,33.99954,POINT (-118.32017 33.99954)
2336008006,6/17/2022 0:00,Multi-Family,11233 W VICTORY BLVD,NORTH HOLLYWOOD,CA,91606,2,Security National Servicing Corp,Eric Moore,877-338-3791,Expert Real Estate & Investment,Expert Estate,9447   FIRESTONE BLVD A DOWNEY CA 90241,562-861-4311,-118.37599,34.18685,POINT (-118.37599 34.18685)
5001031024,1/4/2022 0:00,Single Family,635 W 52ND ST,LOS ANGELES,CA,90037,9,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.28538,33.99583,POINT (-118.28538 33.99583)
5312027002,1/3/2022 0:00,Single Family,6120 N MONTEREY RD,LOS ANGELES,CA,90042,14,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.18301,34.10698,POINT (-118.18301 34.10698)
4392001008,1/4/2022 0:00,Single Family,9275 W FLICKER WAY,HOLLYWOOD,CA,90069,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.39249,34.09754,POINT (-118.39249 34.09754)
6032014005,2/17/2022 0:00,Multi-Family,846 W 85TH ST,LOS ANGELES,CA,90044,8,Trinity Financial Services,Don Madden,949-313-6161,"Trinity Financial Services, LLC",Don Madden,2618   San Miguel DR 303 Newport Beach CA 92660,949-313-6161,-118.28861,33.96112,POINT (-118.28861 33.96112)
6029011023,5/24/2022 0:00,Multi-Family,834 E 81ST ST,LOS ANGELES,CA,90001,9,Freedom Mortgage,Byron Gladden,317-537-3714,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.25957,33.96548,POINT (-118.25957 33.96548)
5034018024,11/14/2022 0:00,Single Family,3911 S 2ND AVE,LOS ANGELES,CA,90008,10,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,CARRINGTON FLORECLOSURE SERVICES LLC,MCS LLC,3309   PO BOX   ANAHEIM CA 92803,888-313-1969,-118.31942,34.01421,POINT (-118.31942 34.01421)
7452026003,6/2/2022 0:00,Single Family,322 S WOODLAND DR,SAN PEDRO,CA,90732,15,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.30329,33.74103,POINT (-118.30329 33.74103)
4112012026,12/12/2022 0:00,Single Family,8136 S CHASE AVE,LOS ANGELES,CA,90045,11,The Money Source Inc.,Default Money Source,877-272-2149,SO CAL INSPECTORS INC.,SUZANNE PHILLIPS,9525   STEWART AND GARY RD  DOWNEY CA 90241,760-591-9244,-118.41071,33.96401,POINT (-118.41071 33.96401)
4103008084,6/23/2022 0:00,Single Family,7021 S LA TIJERA BLVD,LOS ANGELES,CA,90045,11,Rocket Mortgage LLC,Eric Moore,877-338-3791,SERVICELINK,CLIENT SERVICES,11802   Ridge PKWY 100 Broomfield CO 80021,877-847-8544,-118.37535,33.97457,POINT (-118.37535 33.97457)
2241011033,11/21/2022 0:00,Single Family,6261 N VESPER AVE,VAN NUYS,CA,91411,6,GRACE GREENS 1 HOMEOWNERS ASSOCIATION c/o Valley Financial,Bob Devough,818-464-3599,SingleSource Property Solutions,Melvin Metts-Patty,300   1000 Noble Energy Drive Ste. 300   Canonsburg PA 15317,866-620-7577,-118.45106,34.18387,POINT (-118.45106 34.18387)
4324038252,4/27/2022 0:00,Single Family,1440 S VETERAN AVE,LOS ANGELES,CA,90024,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.44327,34.05284,POINT (-118.44327 34.05284)
2159017010,6/14/2022 0:00,Single Family,5729 N ENFIELD AVE,LOS ANGELES,CA,91316,4,Platinum Loan Servicing,Karen Larson,818-222-5222,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.52377,34.1745,POINT (-118.52377 34.1745)
2722035010,10/16/2022 0:00,Single Family,21766 W LOS ALIMOS ST,LOS ANGELES,CA,91311,12,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.60339,34.26579,POINT (-118.60339 34.26579)
5179014028,2/2/2022 0:00,Single Family,3531 E 3RD PL,LOS ANGELES,CA,90063,14,M&T Bank,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.19363,34.03335,POINT (-118.19363 34.03335)
2366012023,1/28/2022 0:00,Single Family,4307 N BAKMAN AVE,LOS ANGELES,CA,91602,2,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.37802,34.14796,POINT (-118.37802 34.14796)
5103018030,3/24/2022 0:00,Multi-Family,864 E 55TH ST,LOS ANGELES,CA,90011,9,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,Caroline Grimm,9447   Firestone BLVD  Downey CA 90241,652-237-6102,-118.26039,33.99241,POINT (-118.26039 33.99241)
2022008002,1/20/2022 0:00,Single Family,22738 W SATICOY ST,LOS ANGELES,CA,91307,12,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,844-488-7447,-118.62259,34.20809,POINT (-118.62259 34.20809)
5302012069,7/18/2022 0:00,Single Family,3961 N VIA MARISOL,LOS ANGELES,CA,90042,14,"DOVENMUEHLE MORTGAGE, INC.",PROPERTY PRESERVATION,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.18629,34.09306,POINT (-118.18629 34.09306)
2114006093,11/29/2022 0:00,Single Family,7521 N WINNETKA AVE,LOS ANGELES,CA,91306,3,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.57121,34.20656,POINT (-118.57121 34.20656)
5538008020,1/10/2022 0:00,Single Family,736 N ALEXANDRIA AVE,LOS ANGELES,CA,90029,13,Real Time Resolutions,DAVID ROSAS,888-895-0221,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.29771,34.08474,POINT (-118.29771 34.08474)
4329009021,1/28/2022 0:00,Single Family,2122 S CENTURY PARK LANE 1-72,LOS ANGELES,CA,90067,5,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Carlos Sims,Carols Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.4129,34.05711,POINT (-118.4129 34.05711)
6083002006,1/17/2022 0:00,Single Family,138 E LANZIT AVE,LOS ANGELES,CA,90061,15,Reverse Mortgage Solutions,Erin Hill,866-503-5559,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.27255,33.92961,POINT (-118.27255 33.92961)
6050024023,1/7/2022 0:00,Single Family,641 E 98TH ST,LOS ANGELES,CA,90002,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.26373,33.9476,POINT (-118.26373 33.9476)
2534012013,7/19/2022 0:00,Single Family,13147 W MERCER ST,LOS ANGELES,CA,91331,7,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.41918,34.27112,POINT (-118.41918 34.27112)
4236004016,11/29/2022 0:00,Single Family,2449 S WALNUT AVE,LOS ANGELES,CA,90291,11,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.44925,33.99399,POINT (-118.44925 33.99399)
5520001005,3/4/2022 0:00,Multi-Family,725 N NORMANDIE AVE,LOS ANGELES,CA,90029,13,Pac Fin LLC,Cecil McNab,323-304-9708,NULL,NULL,,NULL,-118.30058,34.08426,POINT (-118.30058 34.08426)
5561005001,8/30/2022 0:00,Single Family,1551 N ORIOLE LANE,HOLLYWOOD,CA,90069,4,Banc of California dba Banc Home Loans,Property Preservation,847-550-7410,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.38861,34.1004,POINT (-118.38861 34.1004)
5064019009,11/29/2022 0:00,Single Family,2036 S CLYDE AVE,LOS ANGELES,CA,90016,10,PHH Mortgage,Shelly Martinez,346-471-3551,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.36451,34.03928,POINT (-118.36451 34.03928)
5026003009,6/22/2022 0:00,Single Family,3834 W DON FELIPE DR,LOS ANGELES,CA,90008,8,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.34249,34.00749,POINT (-118.34249 34.00749)
6003026016,9/21/2022 0:00,Multi-Family,1303 W 62ND ST,LOS ANGELES,CA,90044,9,Klaus frederic trust,klaus Frederic,310-600-2223,Superior Loan Servicing,Kathleen Gowen,24013   Ventura BLVD 200 Calabasas CA 91302,949-466-7999,-118.29827,33.98336,POINT (-118.29827 33.98336)
5128013021,3/16/2022 0:00,Multi-Family,637 1/2 E 29TH ST,LOS ANGELES,CA,90011,9,Center Street Lending Corp,Luis Montero,949-404-1186,Center Street Lending Corp,Luis Montero,18301   Von Karman Ave. ste 330 AVE 330 irvine CA 92612,949-404-1186,-118.26352,34.01957,POINT (-118.26352 34.01957)
2113014043,5/27/2022 0:00,Single Family,7230 N KELVIN AVE,LOS ANGELES,CA,91306,3,Gregory Funding LLC,Gregory Funding LLC,866-712-5698,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.58614,34.20199,POINT (-118.58614 34.20199)
2695017003,11/14/2022 0:00,Single Family,17217 W DEVONSHIRE ST,LOS ANGELES,CA,91325,12,Freedom Mortgage,Byron Gladden,317-537-3714,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.5087,34.25772,POINT (-118.5087 34.25772)
6003016029,1/4/2022 0:00,Multi-Family,1235 W 60TH PL,LOS ANGELES,CA,90044,9,M&T Bank,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.29696,33.98513,POINT (-118.29696 33.98513)
6023032010,1/11/2022 0:00,Multi-Family,627 E 79TH ST,LOS ANGELES,CA,90001,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.26406,33.96755,POINT (-118.26406 33.96755)
2222009019,5/16/2022 0:00,Single Family,15448 W LEMAC ST,VAN NUYS,CA,91406,6,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.4701,34.21107,POINT (-118.4701 34.21107)
2257020035,1/6/2022 0:00,Single Family,5400 N WHITE OAK AVE,LOS ANGELES,CA,91436,4,"Wells Fargo Bank, NA",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.51815,34.17036,POINT (-118.51815 34.17036)
2604013016,7/7/2022 0:00,Single Family,15612 W COBALT ST,LOS ANGELES,CA,91342,7,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.47127,34.30526,POINT (-118.47127 34.30526)
5044001013,9/20/2022 0:00,Single Family,3301 W RODEO ROAD,LOS ANGELES,CA,90018,10,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.33198,34.02095,POINT (-118.33198 34.02095)
5209024003,1/4/2022 0:00,Vacant Residential,2608 N FOREST PARK DR,LOS ANGELES,CA,90032,14,"Synovo Investments, LLC",Kashif Rana,508-667-0007,PEAK FORECLOSURE SERVICES,KELLI ESPINOZA,5900   Canoga AVE 220 Woodland Hills CA 91367,818-591-9237,-118.19792,34.07758,POINT (-118.19792 34.07758)
5567017008,11/25/2022 0:00,Single Family,1827 N JEWETT DR,HOLLYWOOD,CA,90046,4,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,-118.37646,34.10634,POINT (-118.37646 34.10634)
7447008006,4/22/2022 0:00,Single Family,933 W OLIVER ST,SAN PEDRO,CA,90731,15,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.29756,33.74671,POINT (-118.29756 33.74671)
4377041045,9/6/2022 0:00,Single Family,2387 N EARLS CT,LOS ANGELES,CA,90077,5,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.4739,34.11416,POINT (-118.4739 34.11416)
2115010003,1/7/2022 0:00,Single Family,7244 N MADORA AVE,LOS ANGELES,CA,91306,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.56607,34.20258,POINT (-118.56607 34.20258)
5135016009,1/3/2022 0:00,Multi-Family,1125 W 18TH ST,LOS ANGELES,CA,90015,1,PHH Mortgage/Ocwen Financial Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.28116,34.04001,POINT (-118.28116 34.04001)
5405021051,1/20/2022 0:00,Single Family,842 N EAST KENSINGTON ROAD,LOS ANGELES,CA,90026,1,5 Arch Asset Managment,Nicole Herring,949-664-5970,5 Arch Asset Management,Nicole Herring,19800  E MacArthur BLVD  Irvine CA 92612,949-664-5970,-118.25242,34.07206,POINT (-118.25242 34.07206)
2108001085,8/12/2022 0:00,Single Family,8211 N MASON AVE A-D,LOS ANGELES,CA,91306,3,Freedom Mortgage,Shannon Powell,317-537-3714,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.58009,34.21873,POINT (-118.58009 34.21873)
