APN,Registered Date,Property Type,PropertyAddress,PropertyCity,PropertyState,PropertyZip,CouncilDistrict,Lender,LenderContact,LenderContactPhone,PropertyManagement,PropertyManagementContact,PropertyManagementAddress,PropertyMgmtContactPhone,lon,lat,Property on map
4005024023,1/3/2023,Single Family,5931 S ARLINGTON AVE,LOS ANGELES,CA,90043,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.31877,33.98642,POINT (-118.31877 33.98642)
4006023016,1/7/2023,Single Family,3477 W 71ST ST,LOS ANGELES,CA,90043,8,BSI Financial Services,N/a N/a,866-581-4498,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.33331,33.97576,POINT (-118.33331 33.97576)
4006034001,1/9/2023,Single Family,3486 W 71ST ST,LOS ANGELES,CA,90043,8,"ARCPE Holding, LLC",Armando Rosa,305-438-4100,"ZBS Law, LLP",Dawn Talavera,30   Corporate Park  450 Irvine CA 92606,714-848-7920,-118.33358,33.97554,POINT (-118.33358 33.97554)
4006034001,1/30/2023,Single Family,3486 W 71ST ST,LOS ANGELES,CA,90043,8,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,"ZBS Law, LLP",Dawn Talavera,30   Corporate Park  450 Irvine CA 92606,714-848-7920,-118.33358,33.97554,POINT (-118.33358 33.97554)
4007007024,1/11/2023,Single Family,6027 S 6TH AVE,LOS ANGELES,CA,90043,8,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,Caroline Grimm,9447   Firestone BLVD  Downey CA 90241,652-237-6102,-118.32365,33.98468,POINT (-118.32365 33.98468)
4007013004,1/3/2023,Single Family,6214 S 6TH AVE,LOS ANGELES,CA,90043,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.32341,33.98321,POINT (-118.32341 33.98321)
4009005005,1/3/2023,Single Family,2922 W 73RD ST,LOS ANGELES,CA,90043,8,Selene Finance LP,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.32518,33.97353,POINT (-118.32518 33.97353)
4009011013,2/15/2023,Single Family,2729 W 75TH ST,LOS ANGELES,CA,90043,8,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.32404,33.97197,POINT (-118.32404 33.97197)
4012004023,1/4/2023,Single Family,3126 W 75TH ST,LOS ANGELES,CA,90043,8,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.32743,33.9717,POINT (-118.32743 33.9717)
4012020006,1/12/2023,Single Family,3415 W 76TH ST,LOS ANGELES,CA,90043,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.33145,33.97102,POINT (-118.33145 33.97102)
4019004027,1/9/2023,Single Family,4401 W 58TH PL,LOS ANGELES,CA,90043,8,Lima One Capital LLC,Eric Moore,877-338-3791,AMERICAN DESTINY REAL ESTATE SERVICES,CUSTOMER SERVICE,400   SOUTHPOINT BLVD 410 CANONSBURG PA 15317,724-745-5969,-118.35197,33.98808,POINT (-118.35197 33.98808)
4019006026,1/4/2023,Single Family,4239 W 59TH ST,LOS ANGELES,CA,90043,8,The Money Source,James Howe,480-939-8342,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.349,33.9872,POINT (-118.349 33.9872)
4019007011,1/3/2023,Single Family,4040 W 58TH PL,LOS ANGELES,CA,90043,8,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.34547,33.98789,POINT (-118.34547 33.98789)
4102015088,1/3/2023,Single Family,6564 S BRADLEY PL,LOS ANGELES,CA,90056,11,Pacific Premier Trust FBO David R. Beach IRA,David Beach,626-354-1902,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.37112,33.98038,POINT (-118.37112 33.98038)
4103017028,1/9/2023,Single Family,7136 S GLASGOW AVE,LOS ANGELES,CA,90045,11,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.37233,33.9711,POINT (-118.37233 33.9711)
4104006004,3/31/2023,Single Family,5754 W 74TH ST,LOS ANGELES,CA,90045,11,PHH Mortgage Corp,Shelly Stirrett,866-503-5559,Carlos Sims,Carols Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.38156,33.97242,POINT (-118.38156 33.97242)
4104008001,2/6/2023,Single Family,5836 W 74TH ST,LOS ANGELES,CA,90045,11,Val-Chris Investments,Ryan Boulter,949-252-8004,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.38314,33.97373,POINT (-118.38314 33.97373)
4105018011,2/13/2023,Single Family,8115 S BELFORD AVE,LOS ANGELES,CA,90045,11,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.38391,33.96512,POINT (-118.38391 33.96512)
4105026011,2/23/2023,Single Family,8020 S READING AVE,WESTCHESTER,CA,90045,11,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.38174,33.96546,POINT (-118.38174 33.96546)
4110001039,3/29/2023,Non-Residential,6801 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,11,"TPG RE Finance 11, LTD.",Deborah Ginsberg,212-430-4126,NULL,NULL,,NULL,-118.39444,33.97824,POINT (-118.39444 33.97824)
4110016023,2/9/2023,Single Family,7488 S DENROCK AVE,LOS ANGELES,CA,90045,11,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,844-488-7447,-118.40829,33.97305,POINT (-118.40829 33.97305)
4112012026,1/4/2023,Single Family,8136 S CHASE AVE,LOS ANGELES,CA,90045,11,The Money Source Inc.,Default Money Source,877-272-2149,SO CAL INSPECTORS INC.,SUZANNE PHILLIPS,9525   STEWART AND GARY RD  DOWNEY CA 90241,760-591-9244,-118.41071,33.96401,POINT (-118.41071 33.96401)
4114004046,1/19/2023,Single Family,7551 W SHORE CLIFF DR,LOS ANGELES,CA,90045,11,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.4301,33.9649,POINT (-118.4301 33.9649)
4114028012,3/10/2023,Single Family,7406 W 85TH ST,LOS ANGELES,CA,90045,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.42666,33.96052,POINT (-118.42666 33.96052)
4114035026,1/9/2023,Single Family,7360 W COASTAL VIEW DR,LOS ANGELES,CA,90045,11,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.42458,33.96405,POINT (-118.42458 33.96405)
4115006008,2/15/2023,Multi-Family,8132 S PERSHING DR,PLAYA DEL REY,CA,90293,11,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.44453,33.95979,POINT (-118.44453 33.95979)
4116034017,3/27/2023,Single Family,7301 S VISTA DEL MAR,LOS ANGELES,CA,90293,11,The Huntington National Bank,CAROL KIRCHER,614-331-3082,"New Beginning Properties, INC",LOURDES CHAVEZ,3256   BROUDMOOR BLVD  SAN BERNARDINO CA 92404,909-449-7727,-118.44793,33.95488,POINT (-118.44793 33.95488)
4118003083,1/3/2023,Single Family,8115  REDLANDS,LOS ANGELES,CA,90293,11,SN Servicing Corporation,Ashlee McKenney,707-476-2622,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.43658,33.95736,POINT (-118.43658 33.95736)
4118003083,1/4/2023,Single Family,8115  REDLANDS,LOS ANGELES,CA,90293,11,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.43658,33.95736,POINT (-118.43658 33.95736)
4118017016,1/3/2023,Single Family,8120 W MANITOBA ST,LOS ANGELES,CA,90293,11,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.43517,33.95589,POINT (-118.43517 33.95589)
4119020006,1/5/2023,Single Family,7436 W 88TH PL,LOS ANGELES,CA,90045,11,Cenlar FSB,Eric Moore,877-338-3791,Safeguard - Code Compliance,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.42537,33.95649,POINT (-118.42537 33.95649)
4122004014,1/6/2023,Multi-Family,6505 W 86TH PL,WESTCHESTER,CA,90045,11,Selene Finance,Eric Moore,877-338-3791,SERVICELINK,CLIENT SERVICES,11802   Ridge PKWY 100 Broomfield CO 80021,877-847-8544,-118.40161,33.95941,POINT (-118.40161 33.95941)
4123015054,2/8/2023,Single Family,8624 S LILIENTHAL AVE,LOS ANGELES,CA,90045,11,ASHER HAREL,ASHER HAREL,213-624-5928,NULL,NULL,,NULL,-118.38603,33.95908,POINT (-118.38603 33.95908)
4127014004,1/3/2023,Single Family,7719 S HINDRY AVE,LOS ANGELES,CA,90045,11,Cenlar FSB,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.37431,33.96664,POINT (-118.37431 33.96664)
4211023055,1/11/2023,Single Family,5388 S PLAYA VISTA DR,LOS ANGELES,CA,90094,11,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.42817,33.97555,POINT (-118.42817 33.97555)
4211029148,1/10/2023,Single Family,13011 W DISCOVERY CREEK,LOS ANGELES,CA,90094,11,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.42238,33.97246,POINT (-118.42238 33.97246)
4215025029,2/15/2023,Single Family,5015 S SAWTELLE BLVD,LOS ANGELES,CA,90230,11,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.40407,33.9974,POINT (-118.40407 33.9974)
4221022143,1/3/2023,Single Family,5000  CENTINELA AVE,LOS ANGELES,CA,92627,11,Selene Finance LP,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.41498,33.98647,POINT (-118.41498 33.98647)
4223003007,1/2/2023,Single Family,12933 W WALSH AVE,LOS ANGELES,CA,90066,11,Scott Ehrlich,Scott Ehrlich,310-488-5095,NULL,NULL,,NULL,-118.43118,33.98646,POINT (-118.43118 33.98646)
4226003010,1/30/2023,Multi-Family,19 E WAVE CREST AVE,VENICE,CA,90291,11,CBP Fund V LLC,Ken Wei,650-307-2900,"Capital Bridge Partners, Inc.",Ken Wei,566   566 COMMERCIAL ST  SAN FRANCISCO CA 94111,650-307-2900,-118.47553,33.99002,POINT (-118.47553 33.99002)
4226013031,2/9/2023,Single Family,4 E 20TH AVE,VENICE,CA,90291,11,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,844-488-7447,-118.47137,33.98494,POINT (-118.47137 33.98494)
4226017004,3/20/2023,Multi-Family,2411 S OCEAN FRONT WALK,VENICE,CA,90291,11,JTS Capital 3 LLC,Jennifer Crastz,818-907-3104,NULL,NULL,,NULL,-118.46964,33.98237,POINT (-118.46964 33.98237)
4227005024,1/11/2023,Single Family,226 E CARROLL CL,LOS ANGELES,CA,90291,11,WILIMINGTON SAVINGS FUND SOCIETY,SELECT SERVICING,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.46752,33.98477,POINT (-118.46752 33.98477)
4228003037,1/12/2023,Single Family,623 1/2 E MILDRED AVE,LOS ANGELES,CA,90291,11,WILIMINGTON SAVINGS FUND SOCIETY,SELECT SERVICING,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.46324,33.98725,POINT (-118.46324 33.98725)
4228012009,1/4/2023,Single Family,2405 S CLEMENT AVE,LOS ANGELES,CA,90291,11,RoundPoint Mortgage,Elizabeth Harting,702-938-7735,Guardian Asset management,Colleen McEntee,"1   1 Oxford Valley, 2300 E Lincol   Langhorne PA 18966",888-872-9094,-118.46124,33.9861,POINT (-118.46124 33.9861)
4229005075,1/3/2023,Single Family,3028 S STANFORD AVE,LOS ANGELES,CA,90292,11,Security National Servicing Corp,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.44772,33.98856,POINT (-118.44772 33.98856)
4229021003,1/10/2023,Single Family,13650 W MARINA POINTE DR,LOS ANGELES,CA,90292,11,OK LLC,jeanie bedrosian,310-994-2900,OK LLC,jeanie bedrosian,11693   san vicente BLVD 202 LOS ANGELES CA 90049,310-994-2900,-118.44473,33.98457,POINT (-118.44473 33.98457)
4230007069,1/4/2023,Single Family,4064 S GLENCOE AVE,LOS ANGELES,CA,90292,11,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.44315,33.99053,POINT (-118.44315 33.99053)
4230018025,1/3/2023,Single Family,4161 S ALLA RD,LOS ANGELES,CA,90066,11,Provident Funding,Derrek Chiddix,800-696-8199,Gary's Field Inspection Service,Gary Lopez,13084  S 182nd AVE  Goodyear AZ 85338,209-345-4681,-118.43654,33.99138,POINT (-118.43654 33.99138)
4234014014,2/24/2023,Single Family,3670 S BARRY AVE,LOS ANGELES,CA,90066,11,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.42736,34.01034,POINT (-118.42736 34.01034)
4236007027,1/20/2023,Single Family,2478 S GLYNDON AVE,LOS ANGELES,CA,90291,11,Geraci LLP,Melissa Martorella,949-379-2600,ZVN Properties Inc,Arek Helcberger,957  E Cherry ST  Canal Fulton OH 44614,330-854-5890,-118.4476,33.99395,POINT (-118.4476 33.99395)
4238005036,3/20/2023,Single Family,1430 S ABBOT KINNEY BLVD,LOS ANGELES,CA,90291,11,"Three Apple, LLC",Christopher Foster,213-481-6565,NULL,NULL,,NULL,-118.46495,33.99025,POINT (-118.46495 33.99025)
4239003003,1/3/2023,Multi-Family,712 S 6TH AVE,VENICE,CA,90291,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.46956,33.99658,POINT (-118.46956 33.99658)
4240007022,1/5/2023,Single Family,202 S 4TH AVE,LOS ANGELES,CA,90291,11,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,-118.4764,33.99902,POINT (-118.4764 33.99902)
4240016040,1/10/2023,Single Family,736 E SUNSET AVE,LOS ANGELES,CA,90291,11,Fay Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,-118.46708,33.99923,POINT (-118.46708 33.99923)
4242001005,1/10/2023,Single Family,2235 S SUPERIOR AVE,LOS ANGELES,CA,90291,11,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.45318,33.99573,POINT (-118.45318 33.99573)
4242001006,1/3/2023,Single Family,2228 S PROSPECT AVE,LOS ANGELES,CA,90291,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45346,33.99562,POINT (-118.45346 33.99562)
4242032010,1/25/2023,Single Family,2326 S GLYNDON AVE,LOS ANGELES,CA,90291,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.44963,33.99662,POINT (-118.44963 33.99662)
4245018027,3/24/2023,Single Family,3751 S GREEN CT,LOS ANGELES,CA,90066,11,LoanCare,ERIC MOORE,877-338-3791,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.44315,34.00104,POINT (-118.44315 34.00104)
4247031015,1/12/2023,Single Family,3337 S CENTINELA AVE,LOS ANGELES,CA,90066,11,SERVICEMAC,VALERIE PRICE,803-650-3458,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.44148,34.01376,POINT (-118.44148 34.01376)
4248003015,1/3/2023,Single Family,12210 W MALONE ST,LOS ANGELES,CA,90066,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.44331,34.01984,POINT (-118.44331 34.01984)
4248018030,3/13/2023,Single Family,3312 S GRAND VIEW BLVD,LOS ANGELES,CA,90066,11,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43844,34.0147,POINT (-118.43844 34.0147)
4249016024,3/1/2023,Single Family,3562 S INGLEWOOD BLVD,LOS ANGELES,CA,90066,11,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.43273,34.0112,POINT (-118.43273 34.0112)
4249032015,1/11/2023,Single Family,3554 S SAWTELLE BLVD,LOS ANGELES,CA,90066,11,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.42271,34.01545,POINT (-118.42271 34.01545)
4256014030,1/3/2023,Single Family,2827 S WESTWOOD BLVD,LOS ANGELES,CA,90064,5,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,"1   Oxford Valley, 2300 E Lincoln HWY, Suite 700   Langhorne PA 19047",888-872-9094,-118.42278,34.03267,POINT (-118.42278 34.03267)
4256023027,1/5/2023,Single Family,2568 S MILITARY AVE,LOS ANGELES,CA,90064,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC",Code Compliance,24210   Dandelion CT  Lake Elsinore CA 92532,813-339-8202,-118.43053,34.03527,POINT (-118.43053 34.03527)
4258006001,1/10/2023,Single Family,2628 S BARRY AVE,LOS ANGELES,CA,90064,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx-,Renee Sonnier,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.44097,34.02742,POINT (-118.44097 34.02742)
4265011087,1/19/2023,Single Family,11954 W MAYFIELD AVE,LOS ANGELES,CA,90049,11,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.46781,34.04805,POINT (-118.46781 34.04805)
4286008004,1/10/2023,Single Family,708 S HAMPTON DR,LOS ANGELES,CA,90291,11,"O.K.,LLC",Oleg Khersonsky,818-322-0587,OK LLC,jeanie bedrosian,11693   san vicente BLVD 202 LOS ANGELES CA 90049,310-994-2900,-118.47441,33.99409,POINT (-118.47441 33.99409)
4294006056,1/30/2023,Single Family,5106 S PACIFIC AVE,LOS ANGELES,CA,90292,11,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.45695,33.96853,POINT (-118.45695 33.96853)
4295004045,3/22/2023,Single Family,120 W NORTHSTAR MALL,LOS ANGELES,CA,90292,11,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.45851,33.97265,POINT (-118.45851 33.97265)
4303011012,1/12/2023,Multi-Family,1448 S SHENANDOAH ST,LOS ANGELES,CA,90035,5,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.38164,34.05286,POINT (-118.38164 34.05286)
4303022027,1/12/2023,Single Family,1706 S SHERBOURNE DR,LOS ANGELES,CA,90035,5,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGLES CA 90010,213-383-2097,-118.38032,34.04758,POINT (-118.38032 34.04758)
4311002034,1/25/2023,Single Family,9832 W KINCARDINE AVE,LOS ANGELES,CA,90034,5,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.39928,34.03558,POINT (-118.39928 34.03558)
4311032016,1/4/2023,Single Family,8954 W KRAMERWOOD PL,LOS ANGELES,CA,90034,10,LoanCare LLC,Eric MOORE,877-338-3791,MCS,MCS MCS,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.38865,34.03322,POINT (-118.38865 34.03322)
4314011039,1/10/2023,Single Family,3555 S KEYSTONE AVE,LOS ANGELES,CA,90034,5,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,MCS,Code Compliance,350   HIGHLAND DR  LEWISVILLE TX 75067,813-387-1100,-118.40991,34.024,POINT (-118.40991 34.024)
4315014040,1/3/2023,Single Family,10312 W ALMAYO AVE 1-5,LOS ANGELES,CA,90064,5,FlagStar,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.41445,34.04884,POINT (-118.41445 34.04884)
4315016036,2/11/2023,Single Family,2307 S FOX HILLS DR 1-14,LOS ANGELES,CA,90064,5,Rober Carciello Patrick Harkin Daroll Frewing Evelyn Harkin,ROB CARCIELLO,949-338-4327,NULL,NULL,,NULL,-118.41487,34.05027,POINT (-118.41487 34.05027)
4317012016,1/9/2023,Single Family,2175  BEVERLY GLEN BLVD,LOS ANGELES,CA,90025,5,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE  RANCHO CUCAMONGA CA 91730,909-481-1100,-118.42108,34.05053,POINT (-118.42108 34.05053)
4318024015,2/2/2023,Single Family,2994 S HADDINGTON DR,LOS ANGELES,CA,90064,5,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.41165,34.03578,POINT (-118.41165 34.03578)
4319011005,1/11/2023,Single Family,1854 S FOX HILLS DR,LOS ANGELES,CA,90025,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.42059,34.05748,POINT (-118.42059 34.05748)
4321007032,2/24/2023,Single Family,2110 S MANNING AVE,LOS ANGELES,CA,90025,5,Bank of The West,Nuvia Shuttin,800-545-8180,NULL,NULL,,NULL,-118.42713,34.04812,POINT (-118.42713 34.04812)
4321007048,3/9/2023,Single Family,2117 S PARNELL AVE,LOS ANGELES,CA,90025,5,Logix Federal Credit Union,Property Preservation Department,800-669-0340,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.42636,34.0484,POINT (-118.42636 34.0484)
4321014005,1/3/2023,Single Family,2018 S GLENDON AVE,LOS ANGELES,CA,90025,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.43268,34.04677,POINT (-118.43268 34.04677)
4323009022,3/1/2023,Single Family,2013 S KELTON AVE,LOS ANGELES,CA,90025,5,Cenlar FSB,Eric Moore,877-338-3791,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43572,34.04516,POINT (-118.43572 34.04516)
4323009022,3/27/2023,Single Family,2013 S KELTON AVE,LOS ANGELES,CA,90025,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43572,34.04516,POINT (-118.43572 34.04516)
4323012086,1/11/2023,Single Family,1882 S GREENFIELD AVE,LOS ANGELES,CA,90025,5,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.43868,34.04648,POINT (-118.43868 34.04648)
4324005046,3/29/2023,Single Family,1300   MIDVALE AVE,LOS ANGELES,CA,90024,5,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.44426,34.0564,POINT (-118.44426 34.0564)
4324031085,1/6/2023,Single Family,1632  CAMDEN,LOS ANGELES,CA,90025,5,FREEDOM MORTGAGE,BYRON GLADDEN,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.4429,34.04939,POINT (-118.4429 34.04939)
4324038252,1/25/2023,Single Family,1440 S VETERAN AVE,LOS ANGELES,CA,90024,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.44327,34.05284,POINT (-118.44327 34.05284)
4325001139,1/3/2023,Single Family,10724 W WILSHIRE BLVD 1-157,LOS ANGELES,CA,90024,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.43646,34.06049,POINT (-118.43646 34.06049)
